step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
16,PAYMENT,19913.04,C2109769473,24581.12,4668.07,M28222744,0.0,0.0,0.0,0.0
10,CASH_OUT,190314.73,C1553028161,450974.64,260659.91,C2120647610,1053667.42,1076423.54,0.0,0.0
11,CASH_IN,5480.93,C1557699235,23127.0,28607.93,C978740207,10803835.16,11230659.06,0.0,0.0
34,PAYMENT,26731.87,C1462540911,939.0,0.0,M1465815109,0.0,0.0,0.0,0.0
8,PAYMENT,1737.67,C1920819498,11465.0,9727.33,M516339638,0.0,0.0,0.0,0.0
21,PAYMENT,9183.61,C2037565159,20674.0,11490.39,M1963820368,0.0,0.0,0.0,0.0
14,CASH_OUT,233363.57,C2060950168,9106.0,0.0,C688424740,0.0,233363.57,0.0,0.0
11,PAYMENT,5206.64,C13439928,129.0,0.0,M592569985,0.0,0.0,0.0,0.0
12,CASH_OUT,120573.6,C1700869776,4082.0,0.0,C91104252,1843039.5,2408757.61,0.0,0.0
19,CASH_OUT,173985.28,C110871223,0.0,0.0,C737412944,2234396.99,2408382.27,0.0,0.0
18,TRANSFER,1019468.37,C650965747,0.0,0.0,C508433499,6877485.42,9347685.57,0.0,0.0
16,CASH_IN,136279.77,C999718271,367.0,136646.77,C642778898,416979.08,280699.31,0.0,0.0
13,CASH_OUT,69433.8,C1421818726,0.0,0.0,C490150701,5267170.1,5521053.8,0.0,0.0
18,CASH_OUT,34272.78,C1264290388,0.0,0.0,C1947118716,3842320.42,6132681.46,0.0,0.0
13,PAYMENT,27585.45,C1781914945,66355.0,38769.55,M1376375154,0.0,0.0,0.0,0.0
18,CASH_OUT,159882.46,C921572543,59552.0,0.0,C740657914,0.0,159882.46,0.0,0.0
33,PAYMENT,4965.65,C457948798,0.0,0.0,M229205756,0.0,0.0,0.0,0.0
22,PAYMENT,2353.7,C722897788,71077.0,68723.3,M215361301,0.0,0.0,0.0,0.0
16,CASH_IN,430971.69,C429095285,1715496.35,2146468.04,C1738408898,602550.94,171579.25,0.0,0.0
17,PAYMENT,8191.32,C410175138,33410.0,25218.68,M662627787,0.0,0.0,0.0,0.0
21,CASH_IN,171490.79,C185827897,12636.0,184126.79,C984525680,226738.11,55247.31,0.0,0.0
15,TRANSFER,558266.33,C2072111402,243368.1,0.0,C2051036439,0.0,432988.34,0.0,0.0
33,CASH_OUT,76684.08,C844256952,2410.0,0.0,C1828290290,918852.3,1268490.91,0.0,0.0
10,CASH_OUT,241717.9,C284461758,0.0,0.0,C2060716124,703230.3,944948.21,0.0,0.0
17,TRANSFER,1072729.24,C379874681,116223.97,0.0,C1489406543,7966043.2,9038772.44,0.0,0.0
8,PAYMENT,1106.37,C1621743352,20276.0,19169.63,M1136335298,0.0,0.0,0.0,0.0
14,CASH_OUT,364842.35,C945372203,46355.0,0.0,C667916683,1878.02,730548.37,0.0,0.0
34,CASH_IN,94504.17,C1908486859,6349721.69,6444225.86,C219574108,2139259.4,2044755.23,0.0,0.0
17,TRANSFER,712425.62,C1508302446,0.0,0.0,C514940761,13561017.02,14273442.64,0.0,0.0
33,CASH_IN,5187.24,C265917968,23289.0,28476.24,C917836053,261615.08,256427.83,0.0,0.0
13,CASH_IN,78048.07,C1061262570,499429.16,577477.23,C50466192,346221.57,407801.5,0.0,0.0
9,CASH_IN,41110.34,C310881750,14423611.94,14464722.28,C191891167,287858.53,549527.02,0.0,0.0
18,CASH_OUT,116366.2,C1898188727,0.0,0.0,C2039685840,916583.01,1032949.22,0.0,0.0
19,CASH_IN,48158.97,C835807723,4002.0,52160.97,C712050011,222216.57,190141.85,0.0,0.0
16,CASH_OUT,119067.45,C540194419,0.0,0.0,C731959462,184765.81,334302.14,0.0,0.0
13,CASH_IN,84850.59,C225828475,17051133.69,17135984.28,C325982869,245425.08,160574.5,0.0,0.0
8,PAYMENT,10671.65,C501196425,516861.96,506190.3,M1535484264,0.0,0.0,0.0,0.0
11,PAYMENT,2522.23,C1531304880,449083.12,446560.89,M349347171,0.0,0.0,0.0,0.0
16,CASH_OUT,105343.35,C169372909,0.0,0.0,C1985927666,142201.13,247544.48,0.0,0.0
11,PAYMENT,24613.01,C335858128,0.0,0.0,M1707046222,0.0,0.0,0.0,0.0
34,CASH_IN,52455.13,C313889709,14533033.25,14585488.38,C2106215408,1671745.23,2024833.38,0.0,0.0
12,CASH_OUT,118249.51,C110409601,0.0,0.0,C700094354,274360.29,392609.8,0.0,0.0
33,PAYMENT,13047.52,C100578132,0.0,0.0,M1508867468,0.0,0.0,0.0,0.0
18,CASH_OUT,20643.3,C683990936,0.0,0.0,C623794592,72155.34,92798.65,0.0,0.0
18,CASH_OUT,193810.04,C1816253625,5337.0,0.0,C194820855,2113563.68,2507645.23,0.0,0.0
10,PAYMENT,6641.53,C1196433274,18710.0,12068.47,M2039640218,0.0,0.0,0.0,0.0
17,CASH_IN,196835.29,C2107070739,870189.95,1067025.24,C105313428,371842.5,175007.21,0.0,0.0
18,PAYMENT,16622.0,C2136870304,20721.0,4099.0,M642793723,0.0,0.0,0.0,0.0
17,CASH_IN,309996.28,C1006151221,15312.17,325308.45,C524698314,3334849.74,3187184.93,0.0,0.0
33,CASH_IN,12734.42,C1114044020,1527188.34,1539922.76,C866175996,218977.56,206243.13,0.0,0.0
10,CASH_OUT,73082.76,C805252635,511443.0,438360.24,C1039891000,0.0,417258.66,0.0,0.0
14,CASH_OUT,249515.37,C414914875,6176.0,0.0,C375162006,1137778.33,1387293.7,0.0,0.0
15,PAYMENT,9805.73,C1192789077,0.0,0.0,M1747480253,0.0,0.0,0.0,0.0
14,CASH_OUT,10786.22,C948951831,0.0,0.0,C2122649762,57991.43,60988.61,0.0,0.0
17,CASH_OUT,110102.05,C1252302575,0.0,0.0,C1885712019,154763.79,264865.84,0.0,0.0
33,CASH_IN,16517.28,C1099429090,6946999.16,6963516.44,C1563234817,1459602.35,1443085.07,0.0,0.0
33,TRANSFER,215877.56,C1636265793,0.0,0.0,C958301463,953557.97,1169435.53,0.0,0.0
17,PAYMENT,9867.85,C674096290,20315.0,10447.15,M759190028,0.0,0.0,0.0,0.0
33,PAYMENT,3437.62,C1057742100,0.0,0.0,M330812440,0.0,0.0,0.0,0.0
33,TRANSFER,214340.62,C1197781499,0.0,0.0,C1148564657,2798168.24,3012508.86,0.0,0.0
19,PAYMENT,1319.86,C284062955,0.0,0.0,M1128586178,0.0,0.0,0.0,0.0
8,CASH_IN,33010.04,C633777146,554428.3,587438.34,C2091209617,1035446.04,1178577.89,0.0,0.0
20,CASH_IN,38205.67,C73263043,20119652.9,20157858.56,C527237071,784857.18,746651.51,0.0,0.0
16,PAYMENT,20634.59,C1995318887,0.0,0.0,M398608295,0.0,0.0,0.0,0.0
12,CASH_OUT,94290.13,C2102705922,72271.84,0.0,C344610846,6334861.83,6429151.96,0.0,0.0
18,PAYMENT,15972.14,C616953315,423909.0,407936.86,M1133560389,0.0,0.0,0.0,0.0
14,PAYMENT,14118.85,C23945611,10971.0,0.0,M1912875797,0.0,0.0,0.0,0.0
8,PAYMENT,22239.48,C1420413752,0.0,0.0,M925961827,0.0,0.0,0.0,0.0
17,CASH_OUT,43297.8,C1240919383,106939.0,63641.2,C252637078,243864.03,287161.83,0.0,0.0
7,CASH_OUT,45447.15,C459023120,365.99,0.0,C1508631684,107777.0,104710.0,0.0,0.0
19,PAYMENT,4672.28,C1699030539,476.0,0.0,M1337270158,0.0,0.0,0.0,0.0
8,CASH_OUT,468239.2,C1330539161,0.0,0.0,C1379031360,3571243.29,4200399.97,0.0,0.0
33,CASH_OUT,105662.91,C521267591,0.0,0.0,C662748844,574276.24,679939.14,0.0,0.0
9,CASH_OUT,313902.35,C1813560088,0.0,0.0,C1268693750,5545950.86,8218382.86,0.0,0.0
14,CASH_OUT,42408.42,C588976034,57.0,0.0,C1217771915,59555.0,0.0,0.0,0.0
13,CASH_IN,437717.73,C925197660,103772.0,541489.73,C1879436990,2986812.37,3910035.28,0.0,0.0
12,PAYMENT,3882.78,C1877160278,0.0,0.0,M2136773254,0.0,0.0,0.0,0.0
19,PAYMENT,8521.39,C1338482547,352660.0,344138.61,M1501562182,0.0,0.0,0.0,0.0
17,CASH_IN,435937.89,C938433454,20635.0,456572.89,C1408911575,541393.68,105455.79,0.0,0.0
19,CASH_OUT,272487.1,C1457925854,0.0,0.0,C1673688244,4874585.0,5144792.03,0.0,0.0
19,DEBIT,5218.92,C49003925,1295.0,0.0,C440700647,20041.54,23411.02,0.0,0.0
19,CASH_IN,382046.44,C395235886,1569587.67,1951634.11,C1606125221,413754.75,31708.31,0.0,0.0
11,CASH_IN,432670.09,C504282448,479010.2,911680.29,C1572469200,2633406.58,1994650.26,0.0,0.0
12,CASH_OUT,362129.07,C323222907,0.0,0.0,C567215871,391540.55,753669.63,0.0,0.0
15,PAYMENT,13167.19,C1257539932,159501.0,146333.81,M1107686275,0.0,0.0,0.0,0.0
15,CASH_IN,145254.07,C941018897,40632.0,185886.07,C2094777811,12253146.78,12682342.15,0.0,0.0
10,CASH_OUT,62045.01,C109006267,0.0,0.0,C1743677413,133474.71,360176.96,0.0,0.0
33,CASH_OUT,257157.86,C1777899538,107428.0,0.0,C1804898154,0.0,257157.86,0.0,0.0
17,CASH_IN,153943.33,C431695438,173979.0,327922.33,C372698948,112509.79,0.0,0.0,0.0
14,CASH_OUT,308982.22,C1176025897,6045.0,0.0,C2045435399,49806.31,358788.53,0.0,0.0
12,CASH_OUT,16480.75,C2067306530,0.0,0.0,C871498649,58706.0,22486.32,0.0,0.0
16,CASH_IN,33552.83,C1529057765,14999199.92,15032752.75,C1668404793,998284.23,1562251.69,0.0,0.0
34,CASH_IN,180456.12,C801591191,19950.0,200406.12,C974447821,6515957.78,6335501.66,0.0,0.0
16,CASH_IN,43678.56,C923168445,3073.0,46751.56,C1604920106,707253.25,625686.51,0.0,0.0
19,CASH_OUT,203371.27,C1585975533,380013.44,176642.16,C1006322944,497209.76,386997.34,0.0,0.0
14,CASH_IN,217028.26,C91169114,21937.0,238965.26,C988231256,18.0,0.0,0.0,0.0
11,CASH_IN,53972.71,C119492165,4878808.96,4932781.68,C1187639680,840534.11,786561.4,0.0,0.0
12,PAYMENT,27349.63,C2017603578,145876.0,118526.37,M2102061654,0.0,0.0,0.0,0.0
20,PAYMENT,5266.72,C1906449471,48064.0,42797.28,M1340054697,0.0,0.0,0.0,0.0
11,CASH_OUT,13006.01,C915597768,0.0,0.0,C1321580386,456972.78,479572.61,0.0,0.0
21,CASH_OUT,96225.63,C493470563,0.0,0.0,C500117102,103236.06,199461.68,0.0,0.0
19,PAYMENT,5752.18,C1595007682,101529.0,95776.82,M573946158,0.0,0.0,0.0,0.0
12,CASH_OUT,83370.6,C1763456982,0.0,0.0,C515442419,430923.65,757120.35,0.0,0.0
24,PAYMENT,4070.88,C2010180842,1190.0,0.0,M777514294,0.0,0.0,0.0,0.0
16,TRANSFER,66830.71,C295606403,0.0,0.0,C1778520449,114011.71,180842.42,0.0,0.0
11,PAYMENT,1966.72,C607611394,3497.0,1530.28,M98930354,0.0,0.0,0.0,0.0
16,CASH_IN,73601.98,C944679299,6025534.23,6099136.21,C29564719,1288122.07,1124737.17,0.0,0.0
12,CASH_OUT,171343.54,C905455986,0.0,0.0,C1332693814,340533.77,511877.31,0.0,0.0
10,PAYMENT,5436.52,C46047454,15818.0,10381.48,M1659882589,0.0,0.0,0.0,0.0
18,PAYMENT,14263.93,C875830088,504785.1,490521.17,M1579764557,0.0,0.0,0.0,0.0
15,CASH_OUT,74418.38,C238055479,0.0,0.0,C1335946878,7555406.6,7629824.98,0.0,0.0
12,CASH_OUT,77516.63,C1172275934,20735.0,0.0,C1600048134,18317.62,138439.69,0.0,0.0
19,CASH_OUT,210333.75,C1079532714,0.0,0.0,C1640018663,934382.19,2014841.25,0.0,0.0
15,PAYMENT,7565.82,C598200715,345461.0,337895.18,M1446192908,0.0,0.0,0.0,0.0
16,PAYMENT,41315.03,C1171198437,378079.99,336764.95,M753878581,0.0,0.0,0.0,0.0
18,CASH_IN,78237.54,C268422625,2363971.25,2442208.79,C1192886289,244062.11,0.0,0.0,0.0
15,CASH_OUT,73490.54,C1813853557,950827.71,877337.17,C1056750831,97387.4,170877.94,0.0,0.0
34,CASH_OUT,81838.62,C976677650,0.0,0.0,C937328505,155871.05,462028.97,0.0,0.0
9,PAYMENT,8072.01,C750594031,86343.0,78270.99,M953289609,0.0,0.0,0.0,0.0
13,PAYMENT,15644.22,C779695817,147917.0,132272.78,M1079843029,0.0,0.0,0.0,0.0
16,PAYMENT,13087.6,C729471233,52002.0,38914.4,M1340927520,0.0,0.0,0.0,0.0
14,CASH_IN,96556.89,C154151058,650544.18,747101.07,C866356999,7976097.77,8254248.06,0.0,0.0
20,TRANSFER,1841192.48,C342914121,0.0,0.0,C1114237181,4294785.98,6135978.45,0.0,0.0
16,PAYMENT,36049.75,C1240420223,0.0,0.0,M1532774599,0.0,0.0,0.0,0.0
10,PAYMENT,2305.74,C1318002932,68580.0,66274.26,M50209155,0.0,0.0,0.0,0.0
20,TRANSFER,863727.37,C942000879,0.0,0.0,C1872129696,2147406.3,3011133.67,0.0,0.0
19,PAYMENT,9944.95,C408851577,0.0,0.0,M930738811,0.0,0.0,0.0,0.0
18,CASH_OUT,191612.77,C1608559168,13265.0,0.0,C570120468,0.0,191612.77,0.0,0.0
9,PAYMENT,1369.57,C458238857,0.0,0.0,M1076574024,0.0,0.0,0.0,0.0
20,CASH_OUT,72144.26,C1840011566,0.0,0.0,C2114040183,1157779.97,1229924.22,0.0,0.0
16,CASH_OUT,156106.81,C828643181,0.0,0.0,C303902445,1257142.64,1553881.36,0.0,0.0
14,CASH_IN,554205.57,C640016645,20032.0,574237.57,C1557391042,0.0,0.0,0.0,0.0
17,CASH_OUT,155269.33,C1953069604,0.0,0.0,C64294407,896812.91,1052082.25,0.0,0.0
17,CASH_IN,309363.13,C698716666,204258.0,513621.13,C1159593492,0.0,0.0,0.0,0.0
14,CASH_OUT,416945.08,C1449887581,40981.0,0.0,C2121616558,421696.26,838641.34,0.0,0.0
10,CASH_OUT,49403.62,C533586662,0.0,0.0,C18988178,391660.89,414693.17,0.0,0.0
19,DEBIT,2414.76,C851820554,22678.0,20263.24,C167506368,12938.5,15353.26,0.0,0.0
14,PAYMENT,3465.1,C204192055,596247.42,592782.31,M764911708,0.0,0.0,0.0,0.0
33,CASH_IN,97964.82,C1597964794,5278094.91,5376059.72,C1524811361,213286.11,115321.3,0.0,0.0
12,PAYMENT,14876.98,C1816655096,34949.0,20072.02,M471927103,0.0,0.0,0.0,0.0
18,PAYMENT,2984.11,C1787448102,115344.0,112359.89,M1582827519,0.0,0.0,0.0,0.0
23,PAYMENT,4504.72,C778467454,0.0,0.0,M1692657525,0.0,0.0,0.0,0.0
6,CASH_OUT,47097.56,C1584779130,12068.67,0.0,C410033330,120074.73,161722.17,0.0,0.0
18,CASH_IN,370548.26,C2138491333,7005065.68,7375613.95,C108217421,713134.23,342585.96,0.0,0.0
15,CASH_OUT,170963.62,C552423995,371316.67,200353.05,C1671585276,52409.28,318884.88,0.0,0.0
15,PAYMENT,14784.86,C922243767,0.0,0.0,M1422749665,0.0,0.0,0.0,0.0
12,PAYMENT,12974.14,C1951942630,0.0,0.0,M2037112901,0.0,0.0,0.0,0.0
16,PAYMENT,1845.26,C347890244,31414.0,29568.74,M663792979,0.0,0.0,0.0,0.0
11,CASH_IN,152064.16,C1781990846,308956.77,461020.93,C1561974083,1038334.87,886270.71,0.0,0.0
14,CASH_IN,169084.26,C1092912143,2966639.21,3135723.47,C1981727695,579896.99,104080.02,0.0,0.0
22,CASH_OUT,93624.89,C1939424559,9269.0,0.0,C961718490,3416482.55,3510107.44,0.0,0.0
11,CASH_IN,204564.01,C538941065,5630832.86,5835396.87,C2041794937,1018493.81,985135.75,0.0,0.0
19,CASH_OUT,111424.78,C1785862906,1102.0,0.0,C532217344,1140875.12,1252299.9,0.0,0.0
33,PAYMENT,4220.97,C2139427833,596590.0,592369.03,M2076601693,0.0,0.0,0.0,0.0
13,CASH_OUT,289696.59,C1346760173,0.0,0.0,C80702448,2672555.24,2962251.84,0.0,0.0
15,CASH_OUT,407369.38,C43642603,30382.0,0.0,C1387777350,0.0,407369.38,0.0,0.0
14,CASH_IN,314350.56,C1954896702,511.0,314861.56,C1494949932,0.0,0.0,0.0,0.0
9,PAYMENT,9277.3,C1102453692,1725655.2,1716377.91,M451935612,0.0,0.0,0.0,0.0
9,PAYMENT,17423.37,C564224943,0.0,0.0,M873384558,0.0,0.0,0.0,0.0
16,CASH_IN,67240.59,C224219352,1412698.12,1479938.72,C44983660,513834.39,87072.77,0.0,0.0
14,TRANSFER,616714.61,C1325218016,12199.0,0.0,C1800159847,61059.11,1173103.12,0.0,0.0
15,PAYMENT,11719.07,C783812756,8055.0,0.0,M1000784276,0.0,0.0,0.0,0.0
24,CASH_IN,139180.2,C1313446825,2105603.82,2244784.02,C385781764,599047.81,459867.61,0.0,0.0
34,CASH_OUT,114261.48,C363687712,0.0,0.0,C1039687040,433148.73,547410.2,0.0,0.0
20,CASH_IN,137369.31,C440503160,4046531.48,4183900.79,C90167088,272784.15,135414.84,0.0,0.0
34,PAYMENT,1543.3,C1627348523,0.0,0.0,M525294186,0.0,0.0,0.0,0.0
20,CASH_OUT,192155.45,C449624022,0.0,0.0,C874799130,846167.88,1038323.33,0.0,0.0
33,CASH_IN,336324.62,C1690842628,2654756.73,2991081.36,C1966193700,11935724.69,11599400.06,0.0,0.0
33,PAYMENT,4028.38,C1029826363,0.0,0.0,M388259209,0.0,0.0,0.0,0.0
18,CASH_IN,129706.51,C767037253,8721238.85,8850945.36,C1919103259,981617.33,851910.83,0.0,0.0
13,CASH_OUT,631440.23,C805703522,62092.0,0.0,C749824466,0.0,631440.23,0.0,0.0
10,PAYMENT,1614.37,C935082562,0.0,0.0,M1144475398,0.0,0.0,0.0,0.0
33,PAYMENT,5975.13,C732425461,456.0,0.0,M797502019,0.0,0.0,0.0,0.0
19,PAYMENT,11468.65,C1677212760,0.0,0.0,M1103699621,0.0,0.0,0.0,0.0
9,TRANSFER,32573.69,C2078501819,8051.0,0.0,C1825389809,4256209.44,6470966.81,0.0,0.0
33,CASH_OUT,213464.6,C1866647110,0.0,0.0,C1798712865,740304.26,595085.69,0.0,0.0
18,CASH_IN,269247.77,C1586790130,2249287.57,2518535.34,C1881454790,1199879.97,930632.2,0.0,0.0
19,CASH_IN,96715.5,C211121251,267507.08,364222.58,C2088142452,913586.77,816871.27,0.0,0.0
15,CASH_OUT,210272.48,C1088909358,22448.0,0.0,C1320121713,865187.77,1075460.25,0.0,0.0
18,CASH_OUT,81240.27,C2067309485,57849.0,0.0,C770113399,0.0,173140.48,0.0,0.0
9,PAYMENT,13606.93,C463064874,55192.0,41585.07,M884052496,0.0,0.0,0.0,0.0
16,TRANSFER,473061.37,C2020894499,1853.0,0.0,C1167126580,0.0,473061.37,0.0,0.0
8,PAYMENT,8624.14,C1308803594,10448.0,1823.86,M1912467658,0.0,0.0,0.0,0.0
19,PAYMENT,14074.98,C1565936475,75092.0,61017.02,M1009137173,0.0,0.0,0.0,0.0
9,PAYMENT,12923.64,C729758770,0.0,0.0,M1094187166,0.0,0.0,0.0,0.0
19,PAYMENT,23975.44,C1175153407,0.0,0.0,M2069477334,0.0,0.0,0.0,0.0
10,CASH_IN,297994.2,C114437693,5757208.53,6055202.72,C1840453957,2198996.15,2109462.57,0.0,0.0
9,PAYMENT,12940.91,C1189278248,0.0,0.0,M1887899176,0.0,0.0,0.0,0.0
19,PAYMENT,3241.89,C1507395405,252458.66,249216.77,M41496136,0.0,0.0,0.0,0.0
18,TRANSFER,142283.82,C1790801389,0.0,0.0,C1322173155,2117836.46,2260120.28,0.0,0.0
16,PAYMENT,26523.4,C1632574047,70073.0,43549.6,M1008150155,0.0,0.0,0.0,0.0
17,CASH_OUT,42070.18,C498453574,42537.0,466.82,C1235829037,0.0,42070.18,0.0,0.0
8,PAYMENT,18826.37,C946213423,7993.0,0.0,M1779556665,0.0,0.0,0.0,0.0
21,CASH_IN,120448.92,C587201408,637703.61,758152.53,C976898699,144807.59,24358.67,0.0,0.0
10,CASH_OUT,121411.32,C150047979,85082.0,0.0,C1756732975,323228.61,444639.92,0.0,0.0
14,TRANSFER,305588.88,C1819126898,0.0,0.0,C1572966944,3764732.77,4070321.65,0.0,0.0
10,CASH_OUT,369046.33,C512468108,24273.0,0.0,C251155815,507637.98,1840582.94,0.0,0.0
17,CASH_OUT,131884.87,C236594085,0.0,0.0,C487219656,3237379.97,3472950.29,0.0,0.0
21,CASH_OUT,50337.65,C149783706,31941.0,0.0,C1698369621,2093727.73,2144065.38,0.0,0.0
15,PAYMENT,13773.51,C1725845269,0.0,0.0,M959110130,0.0,0.0,0.0,0.0
33,PAYMENT,2100.62,C613455361,0.0,0.0,M914235415,0.0,0.0,0.0,0.0
33,PAYMENT,10937.15,C1792852589,247.0,0.0,M1291111972,0.0,0.0,0.0,0.0
16,PAYMENT,5509.87,C371763718,0.0,0.0,M1229003301,0.0,0.0,0.0,0.0
8,CASH_OUT,17424.71,C1216796468,0.0,0.0,C1050758685,49610.0,60529.65,0.0,0.0
17,CASH_IN,21354.04,C28406195,0.0,21354.04,C1740802123,0.0,0.0,0.0,0.0
14,CASH_IN,82114.48,C1014583547,10743.0,92857.48,C2131613042,322788.2,240673.72,0.0,0.0
21,CASH_IN,112560.84,C273065041,1158.0,113718.84,C1394878885,2541497.56,2428936.72,0.0,0.0
16,CASH_OUT,78614.93,C1678524631,0.0,0.0,C1159121624,545026.33,604500.02,0.0,0.0
24,CASH_IN,7348.9,C820250655,84063.0,91411.9,C1951125091,1885866.18,1878517.28,0.0,0.0
20,CASH_OUT,97256.86,C776189147,0.0,0.0,C174487779,595896.14,711716.38,0.0,0.0
17,PAYMENT,18640.39,C1245356683,1094.0,0.0,M697422958,0.0,0.0,0.0,0.0
15,CASH_OUT,520052.48,C18792413,94129.0,0.0,C283426209,0.0,508295.27,0.0,0.0
19,CASH_IN,21764.9,C1607059401,124597.35,146362.25,C1365922551,265804.43,244039.53,0.0,0.0
21,PAYMENT,6373.59,C951847105,31071.0,24697.41,M1617308796,0.0,0.0,0.0,0.0
9,CASH_OUT,17100.55,C1154575219,182115.86,165015.31,C283923651,142814.06,234270.05,0.0,0.0
20,CASH_IN,133377.22,C1485328144,2241153.58,2374530.8,C1469253164,156062.08,22684.87,0.0,0.0
22,CASH_OUT,149243.07,C173673843,75463.0,0.0,C2130964020,1339893.88,1251867.0,0.0,0.0
20,CASH_OUT,222508.8,C1700565342,0.0,0.0,C1283262060,5608952.75,5831461.55,0.0,0.0
18,CASH_OUT,26748.12,C1237737271,11561.0,0.0,C738997257,1971731.58,1998479.7,0.0,0.0
17,CASH_OUT,490198.73,C1261253312,179.0,0.0,C1401349797,547496.88,1231817.83,0.0,0.0
17,CASH_OUT,68363.45,C1457506265,0.0,0.0,C1143394353,436171.33,504534.78,0.0,0.0
18,PAYMENT,969.87,C2082157174,143204.72,142234.84,M2037551094,0.0,0.0,0.0,0.0
34,CASH_OUT,199351.27,C948185766,0.0,0.0,C916551441,441204.85,798571.16,0.0,0.0
19,CASH_IN,145866.99,C409711472,11606893.93,11752760.92,C437646265,2905497.02,2759630.03,0.0,0.0
34,CASH_OUT,147017.06,C1373710380,0.0,0.0,C1982591789,5694688.41,6509645.71,0.0,0.0
18,CASH_IN,370689.32,C2012669976,161543.0,532232.32,C1038945523,0.0,121664.47,0.0,0.0
20,CASH_IN,46557.52,C2110553682,9951354.36,9997911.88,C1385295807,404710.67,358153.16,0.0,0.0
10,CASH_IN,256483.61,C1018928521,7527663.35,7784146.97,C2121269728,672093.0,604573.23,0.0,0.0
15,TRANSFER,437582.35,C139957541,0.0,0.0,C147647618,6411821.55,6849403.9,0.0,0.0
19,CASH_OUT,159995.88,C357449956,0.0,0.0,C1832793954,365172.49,301465.32,0.0,0.0
22,PAYMENT,2757.86,C280486148,13235.0,10477.14,M1472707556,0.0,0.0,0.0,0.0
34,PAYMENT,602.76,C868194333,14886.0,14283.24,M2068974555,0.0,0.0,0.0,0.0
15,CASH_OUT,304058.12,C1117873940,0.0,0.0,C246907402,1282209.8,1586267.92,0.0,0.0
34,PAYMENT,28661.53,C1306136436,177513.13,148851.6,M821429300,0.0,0.0,0.0,0.0
33,CASH_OUT,35323.64,C432224243,0.0,0.0,C612205550,180004.55,23110.86,0.0,0.0
11,PAYMENT,40399.73,C1683563219,805855.41,765455.68,M626137291,0.0,0.0,0.0,0.0
14,PAYMENT,806.91,C1990399992,24300.95,23494.04,M2127453688,0.0,0.0,0.0,0.0
11,CASH_IN,206765.96,C1269515251,3472923.12,3679689.08,C743760994,262295.64,55529.68,0.0,0.0
10,PAYMENT,9336.62,C1414967673,0.0,0.0,M1590133675,0.0,0.0,0.0,0.0
34,CASH_IN,403254.35,C962169977,32847.37,436101.73,C724789640,427425.27,24170.91,0.0,0.0
17,CASH_OUT,128132.74,C461147265,51366.0,0.0,C2052764632,0.0,128132.74,0.0,0.0
18,CASH_IN,200187.82,C1505400001,373277.0,573464.82,C1082076427,0.0,0.0,0.0,0.0
15,PAYMENT,6301.8,C361879117,333684.87,327383.07,M1289543145,0.0,0.0,0.0,0.0
18,PAYMENT,10594.66,C120805559,0.0,0.0,M26013226,0.0,0.0,0.0,0.0
20,PAYMENT,7142.04,C906793450,0.0,0.0,M1899264926,0.0,0.0,0.0,0.0
16,CASH_OUT,84768.45,C780810027,0.0,0.0,C1254204284,193409.5,278177.94,0.0,0.0
10,PAYMENT,13288.94,C828252120,0.0,0.0,M1415846588,0.0,0.0,0.0,0.0
19,CASH_IN,261723.39,C1478670112,619671.0,881394.39,C511564997,0.0,0.0,0.0,0.0
9,PAYMENT,7358.55,C1530218223,1983.0,0.0,M1329359480,0.0,0.0,0.0,0.0
12,CASH_OUT,275635.21,C1276307585,34323.0,0.0,C968014155,88714.24,364349.45,0.0,0.0
14,PAYMENT,6313.71,C2052589784,25821.0,19507.29,M1990013647,0.0,0.0,0.0,0.0
17,CASH_IN,165880.12,C2043042877,3830057.86,3995937.98,C718232939,1421715.22,1255835.1,0.0,0.0
17,TRANSFER,237497.21,C1935992510,0.0,0.0,C1669580372,356814.82,594312.03,0.0,0.0
18,CASH_IN,157276.92,C1172215564,1328755.32,1486032.23,C1551733815,645045.38,1043392.32,0.0,0.0
13,CASH_IN,337686.95,C519681531,20038.0,357724.95,C512664587,95085.61,0.0,0.0,0.0
13,PAYMENT,36734.78,C1819348934,801461.0,764726.22,M28130061,0.0,0.0,0.0,0.0
33,CASH_OUT,303762.59,C1451020789,497693.0,193930.41,C651781152,0.0,303762.59,0.0,0.0
16,CASH_IN,372783.07,C899586694,8201201.06,8573984.12,C109198669,847612.6,474829.53,0.0,0.0
11,TRANSFER,891836.44,C305920723,0.0,0.0,C1620621442,1991546.91,2883383.35,0.0,0.0
34,CASH_OUT,170799.45,C589970353,0.0,0.0,C210851774,180278.05,351077.5,0.0,0.0
10,CASH_OUT,274214.32,C200016907,13413.0,0.0,C206122692,13560.62,516909.77,0.0,0.0
34,CASH_OUT,206971.06,C141710026,209718.36,2747.3,C65474206,303708.09,510679.16,0.0,0.0
20,CASH_OUT,161673.38,C771046911,62443.53,0.0,C515578013,620745.49,1431971.87,0.0,0.0
20,PAYMENT,8668.04,C1904179583,20650.0,11981.96,M1423024015,0.0,0.0,0.0,0.0
19,PAYMENT,10561.05,C95938730,548435.17,537874.12,M771471901,0.0,0.0,0.0,0.0
